call,rank,analyst_sid_start,analyst_sid_end,musk_sid_start,musk_sid_end,analyst_speaker,analyst_neg_norm,musk_net_sent,divergence,analyst_text,musk_text
2023 Q2,5,106,106,107,107,William Stein,0.0149,0.0259,0.0109,"And if I could squeeze one more mundane question in, I wonder if you think you can hit the 1.8 million unit number with current pricing or do you anticipate needing to continue to lower prices? Because it seems like they've stabilized, the trends have stabilized, in the last maybe 1.5 months. Should we expect the sort of continued decreases or more stabilization for the rest of the year?","Sure. We have sort of restarted the referral program, which I think will be quite effective. As Zach was saying earlier, we don't control the macroeconomic conditions. So if interest rates continue to rise, that reduces the affordability of cars. And for a lot of people, they're really kind of just barely breaking even every month. In fact, if you look at the rise in credit card debt, they are, in fact, not breaking even every month. Like, credit card debt is freaking scary. So yes, we just don't control the market conditions. If market conditions stabilize, I think prices will be stable. If they're not stable, then we would have to lower prices then. Yes."
2023 Q3,1,124,124,125,126,Colin Langan,0.0147,-0.0035,0.0182,You said in the commentary that you're not going full tilt on the plant in Mexico until there are signs that the economy is strong. Can you continue at a 50% CAGR without that plant? And where would that come from? And any color on what you mean of sort of not going full tilt? Could that plant get delayed indefinitely? Or what are you kind of talking about?,"No, we're definitely making the factory in Mexico. We feel very good about that. We put a lot of effort into looking at different locations, and we feel very good about that location, and we are going to build a factory there. And it's going to be great. The question is really just one of timing. And it's going to be a broken record on the interest front. It's just interest rates have to come down. Like, if interest rates keep rising, you just fundamentally reduce affordability. It is just the same as increasing the price of the car. So I just don't have visibility into -- if you can tell me what the interest rates are, I can tell you when we should build the factory. We're going to build it. And I mean we think we'll start the initial phases of construction next year. But I am still somewhat scarred by 2009 when General Motors and Chrysler went bankrupt. So -- while that's now 14 years ago, it's -- that is seared into my mind with a branding iron because kind of Tesla was just hanging on by a thread during that entire time and with -- I mean we closed a financing round 2008 at 6 p.m. December 24, Christmas Eve. And if we had not closed that financing round, we would have bounced payroll 2 days after Christmas. So we actually closed that round at the last hour, at the last day that it was possible. Stressful, to say the least, and then barely made it through 2009. So I'm like I want to just -- I don't want to be going at top speed into uncertainty. A lot of wars going on in the world obviously as well, so..."
2023 Q3,2,87,87,88,88,Rod Lache,0.0,-0.0084,0.0084,"Okay. And just as a follow-up, obviously, price is also a driver of demand, but that's obviously not happening in a vacuum. And you mentioned that -- I think you mentioned at some point during this call that you're also maybe hitting the law of large numbers on some of your products. Can you just share how you're thinking about price elasticity just at this point in this macro environment, and any thoughts along those lines?","I think that there's very significant price elasticity. I mean to be totally frank, if our car costs the same as a Rav4, nobody would buy a Rav4, or at least they're very unlikely to. It's worth noting that a lot of these incentives like the tax credit and whatnot, they're actually very difficult for the average person to access because they -- most people do not have $10,000 or even $7,500 burning a hole in their bank account. A lot of -- a large number of people are living paycheck to paycheck and with a lot of debt. They've got credit card debt, mortgage debt. So yes, it's -- that's reality for most people. It's sometimes difficult for people who have high income, and when I say high, it'd be like someone who's earning over $200,000 a year, to understand what life is like for someone who is earning $50,000 or $60,000 or $70,000 a year, which is most people.
So like, for a lot of people, like, this tax credit just -- they can't front $7,500 for 18 months or even 6 months to -- for the tax credit, and they actually don't, in some case, even have that $7,500 in taxes. So it's really just the vast regard to people is how much money do they have to pay immediately and how much per month. That's it. They stop right there. And our car is still much more expensive than a Rav4 when you look at it that way."
2023 Q3,3,71,72,73,73,Pierre Ferragu,0.0091,0.0147,0.0056,"I have first like a follow-up question on FSD and pricing and adoption. So I agree with you that as FSD improves, we should see its value increasing. But I guess like the ultimate values of FSD, which is to be able to handle like a robotaxi is not going to necessarily interest everybody, and you have a bit of a degraded version that would be like a chauffeur service where the car drives by itself, but you still have to be in the car and around. And then there is like the hands-on, eyes-on version of the service. And I guess, there should be like much lower cost, lower feature kind of variance of the service that could have a very large penetration on your installed base and a more expensive one that would remain at a lower penetration level. So I'm just wondering if you're taking that. And last but not least, like the simplest version of FSD available are going to work from a technical perspective, probably before like the ultimate robotaxi version can work, if ever. And so I'm wondering how you take that into account and how you're thinking like the financial contribution of FSD over time and whether you could evolve your pricing along that kind of tiers to increase adoption.","Yes. I mean, a fully autonomous vehicle, I think, Pierre, sort of the economics of an autonomous vehicle are truly astounding in a positive way. When you look at passenger vehicles today, they only get about 10 to 12 hours of usage per week. That's -- if you drive 1.5 hours a day on average, that's roughly 10 hours a week out of 168 hours. And then there's -- also you're going to have parking and insurance. You got to take care of the car. It's like there's a lot of overhead.
So I mean, yes, it's like the economics of the system are just insanely positive given that the car -- like, all of the cars we're making and have made for a while, we believe, are capable of full autonomy. So then if you're able to, say, increase the utility of that car by a factor of 5, which only means that you've -- it's being used for maybe 50 hours a week out of 168, so you still notice -- you're still assuming -- that still assumes less than 1/3 of the hours of the week it is doing something useful. You've increased the value of that by 5, but it still costs the same. Like, you have something -- then we're a hardware company with software margins."
2023 Q3,4,100,100,101,102,George Gianarikas,0.0,-0.0042,0.0042,"Just to focus on the cost per vehicle coming down in future quarters as you discussed in your written remarks, I'm curious as to what the levers of that could be. Is it more scale, more factory utilization? Is it material cost reductions? Are there things like Gigacasting? I mean can you just kind of give us some data points to give us confidence that that's going to come down over time?
And if I can sneak one in, please, there are press reports, and I know how perilous it is to believe some of these, but they say that you've included radar as an option in some Model Ys in China. And I'm just here to ask if that's true. And if so, why?","We've not included radar. We have radar as -- a Tesla-designed radar is an experiment in Model S and X. That's it. We'll see whether that experiment is worth it, but there are no plans to integrate radar into 3 or Y. Just as humans drive well, and in fact, an excellent human driver can drive with amazing safety simply with their eyes, the car will far exceed the average human safety just with visual, far, far, far. Because, I mean, the car is looking at all directions all at once, and we don't have eyes on the back of our head. So -- and the computer never gets tired and never gets distracted, get drunk, hopefully. And so radar is -- what really matters is how much does it affect the probability of an accident. And in order for the radar to be effective, you have to be able to do radar-only braking. You have to do actions that are radar only. Otherwise, you get this disambiguation problem between vision and radar. That's why we actually turned off the radar in cars historically that we had shipped. All 3 and Y used to have radar, but we turned it off because the radar actually generated more noise than signal. Now the Tesla-designed radar is a high-resolution radar that has some potential to be useful, but the jury is still very much out on whether that is, in fact, the case."
2023 Q3,5,54,54,55,55,William Stein,0.0,0.0,0.0,"We learned earlier on the call, it sounds like you don't think the truck will ramp to significant volume until its third year of production. Should we have a similar anticipation for the ramp of the next-gen platform? Or is there any reason that we should be maybe more optimistic or pessimistic about the ramp profile there?","Yes. I mean, to be clear, it's not really the third year of production. It's kind of like the 18th month of production is roughly my guess. So it's just that they happen -- it will happen if not the -- it starts this year, spans next year and gets to 2025. So technically, there are 3 calendar years in there, but there's actually only 18 months, not 3 years. I would be very disappointed if it took us -- and that would be shocking if it took us 3 years. But 18 months from initial deliveries to have -- to reach volume and reach prosperity with an immense -- I can't tell you how much -- the blood, sweat and tears level required to achieve that is just staggering. I have been through it many times. Then, here we go again."
2023 Q4,1,76,76,77,77,Adam Jonas,0.0,0.0328,0.0328,"Maybe as a follow-up, Elon, I'd love your thoughts on the topic of China-based OEMs expanding into western markets as that -- as the China market kind of gets saturated and there's a tremendous growth in the supply, how much success should Tesla investors allow for this competition to achieve in western markets? And can you envision a scenario where Tesla could  partner with a Chinese OEM to help accelerate sustainable transport in markets like Europe and the United States?","Well, our observation is generally that the Chinese car companies are the most competitive car companies in the world. So I think they will have significant success outside of China, depending on what kind of tariffs or trade barriers are established. Frankly, I think if there are not trade barriers established, they will pretty much demolish most other car companies in the world. So they're extremely good.
We don't see an obvious opportunity to partner. Certainly, we're happy to -- except on the Supercharger front, we're obviously happy to give any electric car company access to our Supercharger network. We're also happy to license full self-driving, perhaps license other technologies and anything that could be helpful in advancing the sustainable energy revolution."
2023 Q4,2,95,95,96,96,Dan Levy,0.0,0.0019,0.0019,"As a follow-up, your release does not mention Dojo, so if you could just provide us an update on where Dojo stands and at what point do you expect Dojo to be a resource in improving FSD. Or do you think that you now have sufficient supply of NVIDIA GPUs needed for the training of the system?","I mean the AI part of your question is -- that is a deep one. So we're obviously hedging our bets here with significant orders of NVIDIA GPUs. GPU is the wrong word. They really didn't see it -- there's no -- you can't like produce graphics, so that's not a graphic processing unit, neural net processing unit or something like that. Yes, GPU's a funny word, like vestigial.
So -- and a lot of our progress in self-driving is training limited. Something that's important with training, it's much like a human. The more effort you put into training, the less effort you need in inference. So just like a person, if you train in a subject, sort of class, 10,000 hours, the less mental effort it takes to do something. If you remember when you first started to drive how much of your mental capacity it took to drive, it was -- you had to be focused completely on driving. And after you've been driving for many years, it only takes a little bit of your mind to drive, and you can think about other things and still drive safely.
So the more training you do, the more efficient it is at the inference level. So we do need a lot of training. And we're pursuing the dual path of NVIDIA and Dojo, but I would think of Dojo as a long shot. It's a long shot worth taking because the payoff is potentially very high but it's not something that is a high probability. It's not like a sure thing at all. It's a high risk, high payoff program. Dojo is working, and it is doing training jobs, so -- and we are scaling it up. And we have plans for Dojo 1.5, Dojo 2, Dojo 3 and whatnot. So I think it's got potential.
I can't emphasize enough, high risk, high payoff. So I think it still makes sense given the -- even if it's a low probability of success for the -- I think anyway -- I'm belaboring the subject. It's a very interesting program. It has the potential for something special. There's also our inference hardware in the car, so we're now on what's called Hardware 4, but it's actually version 2 of the Tesla-designed AI inference chip.
And we're about to complete design of -- the terminology is a bit confusing. About to complete design of Hardware 5, which is actually version 3 of the Tesla-designed chip because the version 1 was Mobileye. Version 2 was NVIDIA, and then version 3 was Tesla. So -- and we're making gigantic improvements from 1 -- from Hardware 3 to 4 to 5.
I mean there's a potentially interesting play where when cars are not in use in the future, that the in-car computer can do generalized AI tasks, can run a sort of GPT4 or 3 or something like that. If you've got tens of millions of vehicles out there, even in a robotaxi scenario, whether in heavy use, maybe they're used 50 out of 168 hours, that still leaves well over 100 hours of time available -- of compute hours. Like it's possible with the right architectural decisions that Tesla may, in the future, have more compute than everyone else combined."
2023 Q4,3,62,62,63,63,Pierre Ferragu,0.0,0.0,0.0,"Yes, a quick one. It's -- you mentioned this like phase in which you are between 2 big growth periods. I'd love to hear you about what you consider the size of your addressable market with the portfolio you have today, like the 3, the Y, the X and the S. What's your estimate of your addressable market? You're shipping like probably about like a 2 million unit run rate today. And given the price points of these cars, what kind of market share of what you addressed with this car do you think you've already achieved today?",I don't know if we have -- did anybody -- I actually don't think we have a firm idea that's -- it's hard to say exactly.
2023 Q4,4,70,70,71,71,Adam Jonas,0.0,0.0,0.0,"So I can't wait to see the Optimus lab. I'm sure everybody on this call feels the same way. Your last AI Day, Elon, was September 2022. Can we expect a Tesla AI Day this year? It seems like a lot has changed in that realm and is this year the time?","Yes, it's a good question. We have found that when we do these AI Days, some of our competitors literally look at what we do on a frame-by-frame basis."
2023 Q4,5,72,72,73,73,Adam Jonas,0.0,0.0,0.0,They do.,And then we find these things being copied.
2024 Q1,1,123,123,125,125,George Gianarikas,0.0,0.1111,0.1111,Yes. So my follow-up has to do with the first quarter deliveries and I'm curious as to whether or not you feel that supply constraints that you mentioned throughout the release impacted the results and maybe can you help us quantify that? And is that why you have some confidence in unit growth in 2024? .,Yes. We think Q2 will be a lot better.
2024 Q1,2,102,102,103,103,Mark Delaney,0.0,0.0909,0.0909,"Yes, very helpful. My follow-up was to better understand Tesla's approach to pricing going forward. Previously, the company had said that the price reductions were driving incremental demand with how affordable the cars have become, especially for vehicles that have access to IRA credits and some of the leasing offers that Tesla has in place. Do you still see meaningful incremental price reductions as making sense from here for the existing products? And can the company meaningfully lower prices from here and also stay free cash flow positive on an annual basis with the current product set?",Yes. I think we can be free cash flow positive meaningfully.
2024 Q1,3,152,152,153,153,Colin Rusch,0.0,0.0638,0.0638,"And just my follow-up is a little bit more mundane. Looking at the 4680 ramp, can you talk about how close you were to target yields and when you might start to accelerate incremental capacity expansions on that technology?","We're making good progress on that. But I don't think it's super important for at least in the near term. As Lars said, we think it will be -- it will exceed the competitiveness of suppliers by the end of this year. And then we'll continue to improve."
2024 Q1,4,76,76,78,78,Alex Potter,0.0312,-0.0204,0.0517,"All right. That's actually all very helpful context. Maybe one final question and I'll pass it on. OpEx reductions, thank you for quantifying the impact there. I'd be interested also in potentially more qualitative discussion of what the implications are for these head count reductions. What are the types of activities that you're presumably sacrificing as a result of parting ways with these folks?","Yes, we're not giving up anything that is significant that I'm aware of. We've had a long period of prosperity from 2019 to now. And so if a company sort of organizationally is 5% wrong per year, that accumulates to 25%, 30% of inefficiency. We've made some corrections along the way. But it is time to reorganize the company for the next phase of growth and you really need to reorganize it, just like a human when we start off with one cell and kind of zygote and blastocyst and you start growing arms and legs and briefly, you have a tail."
2024 Q1,5,163,163,164,164,Shreyas Patil,0.0297,-0.0185,0.0482,"Okay. Great. And then just on that topic of 4680 cells, I know you mentioned it, you really thought of it more as like a hedge against rising battery costs from other OEMs. But it seems even today, it seems like you would have a cost advantage against some of those other automakers. And I'm wondering, given the rationalizing of your vehicle manufacturing plans that you're talking about now, if there's an opportunity to maybe convert the 4680 cells and maybe sell those to other automakers and really generate an additional revenue stream, I'm just curious if you have any thoughts about that.","Great. What seems to be happening is that the -- unless I'm missing something, the orders for batteries from other automakers have declined dramatically. So we're seeing much more competitive prices for sales from our suppliers dramatically more competitive than in the past. It is clear that a lot of our suppliers have excess capacity."
2024 Q2,1,114,114,115,115,Colin Langan,0.045,-0.0185,0.0636,"Great. Thanks for taking my questions. Do you hear me? Yes. Yes. I guess we can ask Trump wins, there's a higher chance that IRA could get cut. I think Elan, you had commented online that Tesla doesn't survive on EV subsidies. But when Tesla lose a lot of support via goes away, I think Model 3 and Y get IRA held for customers, and I think your batteries get production tax credits. So just can you clarify if the [indiscernible], would it be a negative for your profitability in the near term? Why might it not be a negative? And then any framing of the current support you get IRA-related.","I guess that there would be like some impact, but I think it would be devastating for our competitors, but -- and we're that slightly. But long term probably actually helps Tesla would be my guess -- yes -- but as I said this before earning calls, it -- the value of Tesla overwhelmingly is autonomy. These other things are in the none relative to autonomy. So I recommend anyone who doesn't believe that too old, big autonomy should keep not cold Tesla stuff. They should sell it Tesla stuff. If you believe Tesla will solve autonomy, you should bake as a start. And all these other questions are in the noise."
2024 Q2,2,88,88,89,89,George Gianarikas,0.036,-0.0217,0.0578,"Maybe just to expand on the regulatory question for a second. And I could be comparing apples and oranges, but GM canceled their pedalless, wheelless vehicle, and according to the company this morning, their decision was driven by uncertainty about the regulatory environment. And from what we understand, and again, maybe I'm wrong here, but the robotaxi that has been shown, at least in the images of the public is also pedalles and wheelless. Is there a different regulatory concern just if you deploy a vehicle like that, that doesn't have pedal pedals or a wheel and that may that be different from just regular FSD on the traditional Tesla vehicle.","Well, obviously, the real reason that they can't is because GM can't make it work, not because of regulators, they're blaming regulators. That's misleading [indiscernible] do so because Waymo is doing just fine in those markets. So it's just that their technology is not at par."
2024 Q2,3,68,68,69,69,Alex Potter,0.0161,0.0714,0.0553,"Okay. Good. That's more or less what I expected. So then the follow-up here is, if you did sign an FSD licensing agreement with another automaker, when do you think you would disclose that? Would you do it right when you sign the agreement or only after that multiple years has passed and the vehicle is ready to be rolled out?",I think it depends on the OEM. I guess we'd be happy either way.
2024 Q2,4,90,90,92,92,George Gianarikas,0.0,0.0247,0.0247,"And maybe just as a follow-up, I think you mentioned that FSD take rates were up materially after you reduce the price. Is there any way you can help us quantify what that means exactly?","We're fixing the [indiscernible]. It's coming soon. So you will be able to -- you'll be able to have some glasses on and had to contract -- so -- but there's these number of times I've talked with smart people who like live in New York or maybe downtown Boston and don't ever drive and then ask me about FSD, I'm like, you can just get a car and try it. And if you're not doing that, you have no idea what's going on."
2024 Q2,5,100,100,104,104,Colin Rusch,0.02,0.0,0.02,"I've got 2 questions around energy storage. With the types of [indiscernible] the stationary storage, can you talk about your pricing strategy? And how you're thinking about saturation in given geographies given that some of these larger systems are starting to shift wholesale power markets in a pretty meaningful way quickly.","Yes, we find customers that they can sort of put together a [indiscernible] solution and then sometimes they'll pick our solutions. And then that doesn't work, and then they come back to us."
2024 Q3,1,103,103,104,104,Adam Jonas,0.013,-0.0102,0.0232,"I just had a question about the relationship between Tesla and xAI. Many investors are still not clear how the work at xAI is truly beneficial to Tesla. Some even take the view that the 2 companies may even be in competition with each other in terms of talent and tech and even your time, Elon. So what's your message to investors on that relationship between Tesla and xAI? And where do you see it going over time?","Well, I should say that xAI has been helpful to Tesla AI quite a few times in terms of things like scaling it, bought it, like training, just even like recently in the last week or so, improvements in training, where if you're doing a big training 1 and it fails, be able to continue training and is to recover from a training on has been pretty helpful.
But there are different problems. xAI actually is working on artificial general intelligence or artificial super intelligence. Tesla's autonomous cars and autonomous robots. There are different problems. So yes, I mean"
2024 Q3,2,97,97,98,98,Pierre Ferragu,0.0,-0.003,0.003,"I was wondering about like the compute you're ramping up. So you gave like interesting statistics on how much you have and you said you don't feel your compute constrained. And I was wondering how you are putting to work this additional compute. Is that a game for you of creating like larger and larger models like next generation of models that are larger the way OpenAI go from GPT-3 to GPT-4? Or is that more like you're set on your model and you need to throw more and more compute to accelerate the pace of learning to improve reliability.
And then I had a quick follow-up real quick on your rollout in Texas and in California next year. The plan, as you see today, is it to roll out like a fleet or 2 with cars that will start with like a supervisory like some onboard supervision, someone sitting at the wheel just in case and removing the supervisors progressively? Or are you aiming for going fully fledged without even a human supervisor when you get started?","Okay. Well, I guess regarding -- the first part of the question, The nature of real world AI is different from LLM in that you have a massive amount of context. So like the -- you've got a case of Tesla cameras that [indiscernible] if you include tunnel camera that -- so you've got some context. And that is then distilled down into a small number of control outputs, whereas it's like it's very rare to have, in fact, I'm not sure any LLM out there can do gigabytes of context.
And then you've got to then process that in the car with a very small amount of compute power. So it's all doable and it's happening, but it is a different problem than what, say, a Gemini or OpenAI is doing. And now part of the way you can make up for the fact that the inference computer is quite small. It is by spending a lot of effort on training. And just like a human the way you train on something, the less metal work takes when you try to -- when you do it, like when the first time like a driving it absolves your whole mind.
But then as you train more and more on driving different than the driving becomes a background task. It doesn't -- it only solves a small amount of your mental capacity because you have a lot of training. So we can make up for the fact that the insurance computers -- it's tiny compared to a 10-kilowatt bank of GPUs because you've got a few hundred watts of inference compute. We can make up that with heavy training.
So yes, that's -- and then there's also vast amounts to the actual petabytes of data coming in tremendous. And then sorting out what training is important of the vast amounts of video training video data coming complete what is actually most important for trading. That's quite difficult. But as I said, we're not currently training compute constraint. -- had you want levering"
2024 Q4,1,73,73,74,74,Adam Jonas,0.1111,0.0,0.1111,Care to elaborate? Or just I have another question.,"Look, we even have a radar in the car and we turned it off."
2024 Q4,2,66,66,67,67,Daniel Roeska,0.0159,-0.0403,0.0561,"It's Daniel from Bernstein. Elon, Tesla's share price clearly already includes quite a few of the anticipated benefits you talked about today, yet realizing what you call kind of difficult but achievable will take some time. What are you pushing the Tesla executive team to do differently now to accelerate the innovation in order to realize the value you described for the company?","Well, I mean, we're, I think, working on perfecting real-world AI and making rapid progress week-over-week, if not month -- certainly month-over-month, it's often week-over-week. I spent a lot of time with the Tesla AI team and the Tesla Optimus team. I mean I go with the problem essentially, like not -- if something this is -- unfortunately, sometimes I don't talk to Tesla executive and like, hey, we don't see you very often. I'm like that's because your staff is working awesome. Your staff is working really great.
Unfortunately, I don't seen them very often because I go where the problem is. So [indiscernible] the problem is like what's the greatest challenge that lies ahead. So obviously, there's -- there are many challenges with Optimus. It's a hard problem to solve. Many challenges with the vehicle autonomy. But we're making rapid progress in both. Yes."
2024 Q4,3,97,97,98,98,Dan Levy,0.0109,-0.0336,0.0445,"Elon, you've talked about the need for proliferation of sustainable transport in the past. It's part of the sort of broader push to sustainable energy. I know we've heard a lot about President Trump's plans to reverse the EV mandate. And I think there's a view that given regulation is a driver of EV uptake, this could slow EV uptake in the U.S. So what would be your view on the right policy in the U.S., given your comments in the past of the need to push for sustainable transport?","At this point, I think that sustainable transport is inevitable. I'm highly confident that all transport will be autonomous electric, including aircraft, and that it's simply -- it can't be stopped any more than one could have stopped the advent of the external combustion engine, steam engine or one could have stopped the advent of the internal combustion engine. Like even if you've been the biggest horse advocate on Earth, like horses of the way on these newfangled car automobiles, you can't stop the advent of the automobile. It's going to happen. And you can't stop the advent of electric cars. It's going to happen. The only thing holding back electric cars was range and that is a solved problem."
2024 Q4,4,99,99,100,100,Dan Levy,0.0,-0.0435,0.0435,"Great. And then as a follow-up, in the past, Elon, you had made a comment that you'd be willing to sell cars at effectively no margin to get the cars out there. And there's a comment in the release today of the rate of acceleration of the autonomy efforts does impact volume growth. So perhaps you could just talk about with your efforts on FSD, how we should think about your desire to put more vehicles out in the market to take advantage of your tech advances?",So I'm not sure I understand the question. We have a lot of cars. I mean we've got millions of cars out there.
2024 Q4,5,85,85,86,86,Pierre Ferragu,0.0192,-0.0043,0.0236,"So I have a question, Elon, on deploying like robotaxis in June in Austin, so that's great news. And I was wondering if it means I can drive down to Austin in June and try unsupervised by myself with my car or it's going to be more like your fleet testing it.","It will be our fleet testing it. That's how sort of toe in the water. We'll be scrutinizing it very carefully to make sure it's not something we missed. But it will be autonomous ride-hailing [ for money ] in Austin in June, and then as swiftly as possible, other cities in America. And I expect us to be operating -- doing unsupervised activity with our internal fleet in several cities by the end of the year.
Then as probably next year when people are able to add or subtract their car from the fleet. So kind of like Airbnb, where you can sort of add or subtract your house or your guestroom, you can say like add it to the Airbnb inventory or don't add it to the Airbnb inventory. If you're traveling for a month, you can -- or whatever the case maybe you can let other people use your house, and then you can -- so that's probably next year because we want to just make sure we've ironed out any kinks. And a lot of it -- it's not like we're not splitting the atom here. It's just a bunch of work that needs to be done to make sure the whole thing works, especially that people can order the car, it comes to the right spot, does exactly the right thing, all the payment systems work, the billing works. Yes."
